x,y,z,vx,vy,vz,theta_z,theta_y,theta_x
-7.744504590861969739e-02,1.843970305189641390e-01,0.000000000000000000e+00,-2.903761185073436973e-03,-1.219552818463378067e-03,0.000000000000000000e+00,-1.173176203972128295e+00,0.000000000000000000e+00,3.141592653589793116e+00
-8.033908493059388478e-02,1.831546653310114903e-01,0.000000000000000000e+00,-2.884197248494250153e-03,-1.265126210596893321e-03,0.000000000000000000e+00,-1.157428872375186879e+00,0.000000000000000000e+00,3.141592653589793116e+00
-8.321320200230743203e-02,1.818668826711536957e-01,0.000000000000000000e+00,-2.863918107924678328e-03,-1.310385885173596596e-03,0.000000000000000000e+00,-1.141681540778245685e+00,0.000000000000000000e+00,3.141592653589793116e+00
-8.606668441938500336e-02,1.805340018751425968e-01,0.000000000000000000e+00,-2.842928792050696506e-03,-1.355320619001358553e-03,0.000000000000000000e+00,-1.125934209181304269e+00,0.000000000000000000e+00,3.141592653589793116e+00
-8.889882459429508665e-02,1.791563534618651476e-01,0.000000000000000000e+00,-2.821234505662816461e-03,-1.399919269464687012e-03,0.000000000000000000e+00,-1.110186877584363074e+00,0.000000000000000000e+00,3.141592653589793116e+00
-9.170892023181322072e-02,1.777342790513831150e-01,0.000000000000000000e+00,-2.798840628365431224e-03,-1.444170777287803395e-03,0.000000000000000000e+00,-1.094439545987421436e+00,0.000000000000000000e+00,3.141592653589793116e+00
-9.449627450317193977e-02,1.762681312802208966e-01,0.000000000000000000e+00,-2.775752713242823130e-03,-1.488064169277039748e-03,0.000000000000000000e+00,-1.078692214390480242e+00,0.000000000000000000e+00,3.141592653589793116e+00
-9.726019621885625965e-02,1.747582737139205811e-01,0.000000000000000000e+00,-2.751976485482141195e-03,-1.531588561041907770e-03,0.000000000000000000e+00,-1.062944882793539048e+00,0.000000000000000000e+00,3.141592653589793116e+00
-9.999999999999996392e-02,1.732050807568877582e-01,0.000000000000000000e+00,-2.727517840953711664e-03,-1.574733159694131435e-03,0.000000000000000000e+00,-1.047197551196597853e+00,0.000000000000000000e+00,3.141592653589793116e+00
-1.027150064483413755e-01,1.716089375595490074e-01,0.000000000000000000e+00,-2.702382844749016098e-03,-1.617487266523997668e-03,0.000000000000000000e+00,-1.031450219599656215e+00,0.000000000000000000e+00,3.141592653589793116e+00
-1.054045423146957594e-01,1.699702399228450733e-01,0.000000000000000000e+00,-2.676577729676715180e-03,-1.659840279653347021e-03,0.000000000000000000e+00,-1.015702888002715021e+00,0.000000000000000000e+00,3.141592653589793116e+00
-1.080679406659035557e-01,1.682893942000824872e-01,0.000000000000000000e+00,-2.650108894717072110e-03,-1.701781696664562927e-03,0.000000000000000000e+00,-9.999555564057738266e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.107045410502118243e-01,1.665668171961689481e-01,0.000000000000000000e+00,-2.622982903435180230e-03,-1.743301117204887991e-03,0.000000000000000000e+00,-9.842082248088321883e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.133136896610484751e-01,1.648029360642570551e-01,0.000000000000000000e+00,-2.595206482353375199e-03,-1.784388245565431521e-03,0.000000000000000000e+00,-9.684608932118909941e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.158947394991492463e-01,1.629981881998212312e-01,0.000000000000000000e+00,-2.566786519283232454e-03,-1.825032893234236012e-03,0.000000000000000000e+00,-9.527135616149497999e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.184470505329959789e-01,1.611530211321956507e-01,0.000000000000000000e+00,-2.537730061617577120e-03,-1.865224981422752924e-03,0.000000000000000000e+00,-9.369662300180086056e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.209699898575275212e-01,1.592678924135988439e-01,0.000000000000000000e+00,-2.508044314582915778e-03,-1.904954543565114079e-03,0.000000000000000000e+00,-9.212188984210669673e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.234629318510830354e-01,1.573432695056729280e-01,0.000000000000000000e+00,-2.477736639452737203e-03,-1.944211727789572908e-03,0.000000000000000000e+00,-9.054715668241257731e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.259252583305398854e-01,1.553796296635656105e-01,0.000000000000000000e+00,-2.446814551722107517e-03,-1.982986799361509227e-03,0.000000000000000000e+00,-8.897242352271845789e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.283563587046062660e-01,1.533774598175835224e-01,0.000000000000000000e+00,-2.415285719244030741e-03,-2.021270143097380224e-03,0.000000000000000000e+00,-8.739769036302433847e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.307556301252317532e-01,1.513372564524465835e-01,0.000000000000000000e+00,-2.383157960328023597e-03,-2.059052265749034341e-03,0.000000000000000000e+00,-8.582295720333017464e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.331224776370971696e-01,1.492595254841732333e-01,0.000000000000000000e+00,-2.350439241801389415e-03,-2.096323798357774618e-03,0.000000000000000000e+00,-8.424822404363605521e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.354563143251481805e-01,1.471447821346263396e-01,0.000000000000000000e+00,-2.317137677033648258e-03,-2.133075498577620931e-03,0.000000000000000000e+00,-8.267349088394193579e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.377565614601342359e-01,1.449935508037521747e-01,0.000000000000000000e+00,-2.283261523924643224e-03,-2.169298252967160733e-03,0.000000000000000000e+00,-8.109875772424777196e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.400226486421178584e-01,1.428063649395432677e-01,0.000000000000000000e+00,-2.248819182856803042e-03,-2.204983079249434909e-03,0.000000000000000000e+00,-7.952402456455365254e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.422540139419189997e-01,1.405837669057573569e-01,0.000000000000000000e+00,-2.213819194612066596e-03,-2.240121128539311873e-03,0.000000000000000000e+00,-7.794929140485953312e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.444501040404582437e-01,1.383263078474257224e-01,0.000000000000000000e+00,-2.178270238253999375e-03,-2.274703687537769220e-03,0.000000000000000000e+00,-7.637455824516541369e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.466103743659652736e-01,1.360345475541838711e-01,0.000000000000000000e+00,-2.142181128975616158e-03,-2.308722180692560771e-03,0.000000000000000000e+00,-7.479982508547124986e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.487342892290179353e-01,1.337090543214588811e-01,0.000000000000000000e+00,-2.105560815913452930e-03,-2.342168172324723008e-03,0.000000000000000000e+00,-7.322509192577713044e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.508213219553792284e-01,1.313504048095469334e-01,0.000000000000000000e+00,-2.068418379928411467e-03,-2.375033368720403087e-03,0.000000000000000000e+00,-7.165035876608301102e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.528709550165983921e-01,1.289591839006170026e-01,0.000000000000000000e+00,-2.030763031353952520e-03,-2.407309620187474998e-03,0.000000000000000000e+00,-7.007562560638884719e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.548826801583438884e-01,1.265359845536760952e-01,0.000000000000000000e+00,-1.992604107712182306e-03,-2.438988923076445148e-03,0.000000000000000000e+00,-6.850089244669472777e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.568559985264372791e-01,1.240814076575306873e-01,0.000000000000000000e+00,-1.953951071398389583e-03,-2.470063421765146885e-03,0.000000000000000000e+00,-6.692615928700060834e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.587904207905556087e-01,1.215960618817825689e-01,0.000000000000000000e+00,-1.914813507334626585e-03,-2.500525410606723939e-03,0.000000000000000000e+00,-6.535142612730648892e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.606854672655722571e-01,1.190805635258949807e-01,0.000000000000000000e+00,-1.875201120592904103e-03,-2.530367335840426161e-03,0.000000000000000000e+00,-6.377669296761232509e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.625406680305060136e-01,1.165355363663670291e-01,0.000000000000000000e+00,-1.835123733988595733e-03,-2.559581797464737050e-03,0.000000000000000000e+00,-6.220195980791820567e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.643555630450490301e-01,1.139616115020532644e-01,0.000000000000000000e+00,-1.794591285644634793e-03,-2.588161551072381585e-03,0.000000000000000000e+00,-6.062722664822408625e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.661297022636446241e-01,1.113594271976683370e-01,0.000000000000000000e+00,-1.753613826527129294e-03,-2.616099509646744713e-03,0.000000000000000000e+00,-5.905249348852992242e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.678626457470862587e-01,1.087296287255144905e-01,0.000000000000000000e+00,-1.712201517952992779e-03,-2.643388745319258989e-03,0.000000000000000000e+00,-5.747776032883580299e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.695539637716111658e-01,1.060728682054707800e-01,0.000000000000000000e+00,-1.670364629070202316e-03,-2.670022491087336355e-03,0.000000000000000000e+00,-5.590302716914168357e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.712032369354600236e-01,1.033898044432851604e-01,0.000000000000000000e+00,-1.628113534311328514e-03,-2.695994142492400859e-03,0.000000000000000000e+00,-5.432829400944756415e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.728100562628775982e-01,1.006811027672079445e-01,0.000000000000000000e+00,-1.585458710820949937e-03,-2.721297259257619405e-03,0.000000000000000000e+00,-5.275356084975340032e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.743740233055276756e-01,9.794743486300852564e-02,0.000000000000000000e+00,-1.542410735857605887e-03,-2.745925566884918102e-03,0.000000000000000000e+00,-5.117882769005928090e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.758947502412978037e-01,9.518947860741473754e-02,0.000000000000000000e+00,-1.498980284170912079e-03,-2.769872958210890888e-03,0.000000000000000000e+00,-4.960409453036516148e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.773718599704687815e-01,9.240791790001777473e-02,0.000000000000000000e+00,-1.455178125354509222e-03,-2.793133494921213981e-03,0.000000000000000000e+00,-4.802936137067099764e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.788049862092250530e-01,8.960344249368347447e-02,0.000000000000000000e+00,-1.411015121175496342e-03,-2.815701409023186729e-03,0.000000000000000000e+00,-4.645462821097687822e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.801937735804838292e-01,8.677674782351164906e-02,0.000000000000000000e+00,-1.366502222880993950e-03,-2.837571104276042765e-03,0.000000000000000000e+00,-4.487989505128275880e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.815378777020187073e-01,8.392853483438694751e-02,0.000000000000000000e+00,-1.321650468482531799e-03,-2.858737157578668513e-03,0.000000000000000000e+00,-4.330516189158863938e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.828369652718574989e-01,8.105950980716314369e-02,0.000000000000000000e+00,-1.276470980018915014e-03,-2.879194320314384242e-03,0.000000000000000000e+00,-4.173042873189447555e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.840907141509320333e-01,7.817038418352456608e-02,0.000000000000000000e+00,-1.230974960798258576e-03,-2.898937519652464590e-03,0.000000000000000000e+00,-4.015569557220035612e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.852988134429603695e-01,7.526187438956712106e-02,0.000000000000000000e+00,-1.185173692619859121e-03,-2.917961859806064619e-03,0.000000000000000000e+00,-3.858096241250623670e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.864609635715404057e-01,7.233470165814391561e-02,0.000000000000000000e+00,-1.139078532976613330e-03,-2.936262623246242622e-03,0.000000000000000000e+00,-3.700622925281207287e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.875768763544370943e-01,6.938959185001901397e-02,0.000000000000000000e+00,-1.092700912238666385e-03,-2.953835271871782173e-03,0.000000000000000000e+00,-3.543149609311795345e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.886462750750438899e-01,6.642727527387287667e-02,0.000000000000000000e+00,-1.046052330818977253e-03,-2.970675448134522424e-03,0.000000000000000000e+00,-3.385676293342383403e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.896688945510010549e-01,6.344848650520552857e-02,0.000000000000000000e+00,-9.991443563215280429e-04,-2.986778976119910424e-03,0.000000000000000000e+00,-3.228202977372971461e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.906444811999538913e-01,6.045396420418133743e-02,0.000000000000000000e+00,-9.519886206728643075e-04,-3.002141862582519138e-03,0.000000000000000000e+00,-3.070729661403555077e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.915727931024341635e-01,5.744445093246128980e-02,0.000000000000000000e+00,-9.045968172376930155e-04,-3.016760297936263609e-03,0.000000000000000000e+00,-2.913256345434143135e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.924536000618500831e-01,5.442069296906703463e-02,0.000000000000000000e+00,-8.569806979192316548e-04,-3.030630657199079748e-03,0.000000000000000000e+00,-2.755783029464731193e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.932866836615685369e-01,5.138344012532387872e-02,0.000000000000000000e+00,-8.091520702450551552e-04,-3.043749500891819448e-03,0.000000000000000000e+00,-2.598309713495319251e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.940718373190767621e-01,4.833344555892746947e-02,0.000000000000000000e+00,-7.611227944391416771e-04,-3.056113575891153400e-03,0.000000000000000000e+00,-2.440836397525902868e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.948088663372093132e-01,4.527146558718104369e-02,0.000000000000000000e+00,-7.129047804808576671e-04,-3.067719816236254369e-03,0.000000000000000000e+00,-2.283363081556490926e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.954975879524277205e-01,4.219825949944845667e-02,0.000000000000000000e+00,-6.645099851515938504e-04,-3.078565343889079660e-03,0.000000000000000000e+00,-2.125889765587078983e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.961378313801409590e-01,3.911458936887090426e-02,0.000000000000000000e+00,-6.159504090698057896e-04,-3.088647469448042426e-03,0.000000000000000000e+00,-1.968416449617662600e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.967294378570555446e-01,3.602121986339335002e-02,0.000000000000000000e+00,-5.672380937151844495e-04,-3.097963692814914832e-03,0.000000000000000000e+00,-1.810943133648250658e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.972722606805444867e-01,3.291891805614680783e-02,0.000000000000000000e+00,-5.183851184426827496e-04,-3.106511703814782664e-03,0.000000000000000000e+00,-1.653469817678838716e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.977661652450257157e-01,2.980845323523494475e-02,0.000000000000000000e+00,-4.694035974871629542e-04,-3.114289382768911738e-03,0.000000000000000000e+00,-1.495996501709426774e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.982110290753406889e-01,2.669059671297101255e-02,0.000000000000000000e+00,-4.203056769593865459e-04,-3.121294801020366941e-03,0.000000000000000000e+00,-1.338523185740010391e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.986067418571248189e-01,2.356612163461331566e-02,0.000000000000000000e+00,-3.711035318341087221e-04,-3.127526221412269859e-03,0.000000000000000000e+00,-1.181049869770598448e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.989532054641627301e-01,2.043580278664527614e-02,0.000000000000000000e+00,-3.218093629310006228e-04,-3.132982098718567910e-03,0.000000000000000000e+00,-1.023576553801186506e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.992503339827207121e-01,1.730041640464930960e-02,0.000000000000000000e+00,-2.724353938891760124e-04,-3.137661080027208740e-03,0.000000000000000000e+00,-8.661032378317701230e-02,0.000000000000000000e+00,3.141592653589793116e+00
-1.994980537328511772e-01,1.416073998082137235e-02,0.000000000000000000e+00,-2.229938681360586164e-04,-3.141562005075624470e-03,0.000000000000000000e+00,-7.086299218623581808e-02,0.000000000000000000e+00,3.141592653589793116e+00
-1.996963032866632404e-01,1.101755207117311591e-02,0.000000000000000000e+00,-1.734970458513306762e-04,-3.144683906538449022e-03,0.000000000000000000e+00,-5.511566058929462386e-02,0.000000000000000000e+00,3.141592653589793116e+00
-1.998450334835553122e-01,7.871632102471095779e-03,0.000000000000000000e+00,-1.239572009267407191e-04,-3.147026010267387017e-03,0.000000000000000000e+00,-3.936832899235342964e-02,0.000000000000000000e+00,3.141592653589793116e+00
-1.999442074424054860e-01,4.723760178959559436e-03,0.000000000000000000e+00,-7.438661792250304426e-05,-3.148587735483181736e-03,0.000000000000000000e+00,-2.362099739541179133e-02,0.000000000000000000e+00,3.141592653589793116e+00
-1.999938005707171118e-01,1.574716888915749045e-03,0.000000000000000000e+00,-2.479758902106010996e-05,-3.149368694919634469e-03,0.000000000000000000e+00,-7.873665798470597110e-03,0.000000000000000000e+00,3.141592653589793116e+00
-1.999938005707171118e-01,-1.574716888915700039e-03,0.000000000000000000e+00,2.479758902105934086e-05,-3.149368694919634469e-03,0.000000000000000000e+00,7.873665798470597110e-03,0.000000000000000000e+00,3.141592653589793116e+00
-1.999442074424054860e-01,-4.723760178959598467e-03,0.000000000000000000e+00,7.438661792250366768e-05,-3.148587735483181736e-03,0.000000000000000000e+00,2.362099739541223542e-02,0.000000000000000000e+00,3.141592653589793116e+00
-1.998450334835553122e-01,-7.871632102471047207e-03,0.000000000000000000e+00,1.239572009267399331e-04,-3.147026010267387017e-03,0.000000000000000000e+00,3.936832899235342964e-02,0.000000000000000000e+00,3.141592653589793116e+00
-1.996963032866632681e-01,-1.101755207117306734e-02,0.000000000000000000e+00,1.734970458513299173e-04,-3.144683906538449456e-03,0.000000000000000000e+00,5.511566058929462386e-02,0.000000000000000000e+00,3.141592653589793116e+00
-1.994980537328511772e-01,-1.416073998082132204e-02,0.000000000000000000e+00,2.229938681360578304e-04,-3.141562005075624470e-03,0.000000000000000000e+00,7.086299218623581808e-02,0.000000000000000000e+00,3.141592653589793116e+00
-1.992503339827207121e-01,-1.730041640464934777e-02,0.000000000000000000e+00,2.724353938891766087e-04,-3.137661080027208740e-03,0.000000000000000000e+00,8.661032378317745639e-02,0.000000000000000000e+00,3.141592653589793116e+00
-1.989532054641627301e-01,-2.043580278664522756e-02,0.000000000000000000e+00,3.218093629309998639e-04,-3.132982098718567910e-03,0.000000000000000000e+00,1.023576553801186506e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.986067418571248189e-01,-2.356612163461326709e-02,0.000000000000000000e+00,3.711035318341079090e-04,-3.127526221412269859e-03,0.000000000000000000e+00,1.181049869770598448e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.982110290753406889e-01,-2.669059671297096051e-02,0.000000000000000000e+00,4.203056769593857328e-04,-3.121294801020366941e-03,0.000000000000000000e+00,1.338523185740010391e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.977661652450257157e-01,-2.980845323523489618e-02,0.000000000000000000e+00,4.694035974871621953e-04,-3.114289382768911738e-03,0.000000000000000000e+00,1.495996501709426774e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.972722606805444867e-01,-3.291891805614675925e-02,0.000000000000000000e+00,5.183851184426819907e-04,-3.106511703814783098e-03,0.000000000000000000e+00,1.653469817678838716e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.967294378570555446e-01,-3.602121986339330145e-02,0.000000000000000000e+00,5.672380937151836906e-04,-3.097963692814914832e-03,0.000000000000000000e+00,1.810943133648250658e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.961378313801409590e-01,-3.911458936887093896e-02,0.000000000000000000e+00,6.159504090698064401e-04,-3.088647469448042426e-03,0.000000000000000000e+00,1.968416449617667041e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.954975879524277482e-01,-4.219825949944841503e-02,0.000000000000000000e+00,6.645099851515931999e-04,-3.078565343889080094e-03,0.000000000000000000e+00,2.125889765587078983e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.948088663372093410e-01,-4.527146558718099512e-02,0.000000000000000000e+00,7.129047804808569082e-04,-3.067719816236254803e-03,0.000000000000000000e+00,2.283363081556490926e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.940718373190767898e-01,-4.833344555892742089e-02,0.000000000000000000e+00,7.611227944391409182e-04,-3.056113575891153400e-03,0.000000000000000000e+00,2.440836397525902868e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.932866836615685369e-01,-5.138344012532383709e-02,0.000000000000000000e+00,8.091520702450545046e-04,-3.043749500891819448e-03,0.000000000000000000e+00,2.598309713495319251e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.924536000618500831e-01,-5.442069296906698606e-02,0.000000000000000000e+00,8.569806979192308959e-04,-3.030630657199079748e-03,0.000000000000000000e+00,2.755783029464731193e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.915727931024341912e-01,-5.744445093246124817e-02,0.000000000000000000e+00,9.045968172376922566e-04,-3.016760297936264042e-03,0.000000000000000000e+00,2.913256345434143135e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.906444811999538635e-01,-6.045396420418136518e-02,0.000000000000000000e+00,9.519886206728647412e-04,-3.002141862582518705e-03,0.000000000000000000e+00,3.070729661403559518e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.896688945510010826e-01,-6.344848650520547306e-02,0.000000000000000000e+00,9.991443563215271755e-04,-2.986778976119910424e-03,0.000000000000000000e+00,3.228202977372971461e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.886462750750438899e-01,-6.642727527387282116e-02,0.000000000000000000e+00,1.046052330818976386e-03,-2.970675448134522424e-03,0.000000000000000000e+00,3.385676293342383403e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.875768763544370943e-01,-6.938959185001897234e-02,0.000000000000000000e+00,1.092700912238665735e-03,-2.953835271871782606e-03,0.000000000000000000e+00,3.543149609311795345e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.864609635715404057e-01,-7.233470165814395725e-02,0.000000000000000000e+00,1.139078532976613980e-03,-2.936262623246242622e-03,0.000000000000000000e+00,3.700622925281211728e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.852988134429603695e-01,-7.526187438956707942e-02,0.000000000000000000e+00,1.185173692619858471e-03,-2.917961859806064619e-03,0.000000000000000000e+00,3.858096241250623670e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.840907141509320610e-01,-7.817038418352452445e-02,0.000000000000000000e+00,1.230974960798257708e-03,-2.898937519652465024e-03,0.000000000000000000e+00,4.015569557220035612e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.828369652718574712e-01,-8.105950980716318532e-02,0.000000000000000000e+00,1.276470980018915664e-03,-2.879194320314384242e-03,0.000000000000000000e+00,4.173042873189451996e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.815378777020187351e-01,-8.392853483438690587e-02,0.000000000000000000e+00,1.321650468482531149e-03,-2.858737157578668513e-03,0.000000000000000000e+00,4.330516189158863938e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.801937735804838292e-01,-8.677674782351160743e-02,0.000000000000000000e+00,1.366502222880993300e-03,-2.837571104276043199e-03,0.000000000000000000e+00,4.487989505128275880e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.788049862092250808e-01,-8.960344249368343283e-02,0.000000000000000000e+00,1.411015121175495692e-03,-2.815701409023187163e-03,0.000000000000000000e+00,4.645462821097687822e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.773718599704687537e-01,-9.240791790001780248e-02,0.000000000000000000e+00,1.455178125354509872e-03,-2.793133494921213981e-03,0.000000000000000000e+00,4.802936137067104205e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.758947502412978314e-01,-9.518947860741469591e-02,0.000000000000000000e+00,1.498980284170911212e-03,-2.769872958210890888e-03,0.000000000000000000e+00,4.960409453036516148e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.743740233055277034e-01,-9.794743486300848401e-02,0.000000000000000000e+00,1.542410735857605237e-03,-2.745925566884918536e-03,0.000000000000000000e+00,5.117882769005928090e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.728100562628775705e-01,-1.006811027672079722e-01,0.000000000000000000e+00,1.585458710820950154e-03,-2.721297259257618971e-03,0.000000000000000000e+00,5.275356084975344473e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.712032369354600236e-01,-1.033898044432851188e-01,0.000000000000000000e+00,1.628113534311327864e-03,-2.695994142492400859e-03,0.000000000000000000e+00,5.432829400944756415e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.695539637716111936e-01,-1.060728682054707384e-01,0.000000000000000000e+00,1.670364629070201666e-03,-2.670022491087336788e-03,0.000000000000000000e+00,5.590302716914168357e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.678626457470863143e-01,-1.087296287255144489e-01,0.000000000000000000e+00,1.712201517952992129e-03,-2.643388745319259422e-03,0.000000000000000000e+00,5.747776032883580299e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.661297022636445964e-01,-1.113594271976683925e-01,0.000000000000000000e+00,1.753613826527129944e-03,-2.616099509646744280e-03,0.000000000000000000e+00,5.905249348852996683e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.643555630450490579e-01,-1.139616115020532228e-01,0.000000000000000000e+00,1.794591285644634143e-03,-2.588161551072382018e-03,0.000000000000000000e+00,6.062722664822408625e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.625406680305060414e-01,-1.165355363663669874e-01,0.000000000000000000e+00,1.835123733988595083e-03,-2.559581797464737483e-03,0.000000000000000000e+00,6.220195980791820567e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.606854672655722294e-01,-1.190805635258950085e-01,0.000000000000000000e+00,1.875201120592904537e-03,-2.530367335840425728e-03,0.000000000000000000e+00,6.377669296761236950e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.587904207905556087e-01,-1.215960618817825134e-01,0.000000000000000000e+00,1.914813507334625934e-03,-2.500525410606724373e-03,0.000000000000000000e+00,6.535142612730648892e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.568559985264373069e-01,-1.240814076575306457e-01,0.000000000000000000e+00,1.953951071398389149e-03,-2.470063421765147319e-03,0.000000000000000000e+00,6.692615928700060834e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.548826801583439161e-01,-1.265359845536760675e-01,0.000000000000000000e+00,1.992604107712181872e-03,-2.438988923076445582e-03,0.000000000000000000e+00,6.850089244669472777e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.528709550165983644e-01,-1.289591839006170304e-01,0.000000000000000000e+00,2.030763031353952953e-03,-2.407309620187474564e-03,0.000000000000000000e+00,7.007562560638889160e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.508213219553792561e-01,-1.313504048095468779e-01,0.000000000000000000e+00,2.068418379928410600e-03,-2.375033368720403520e-03,0.000000000000000000e+00,7.165035876608301102e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.487342892290179630e-01,-1.337090543214588534e-01,0.000000000000000000e+00,2.105560815913452496e-03,-2.342168172324723442e-03,0.000000000000000000e+00,7.322509192577713044e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.466103743659653291e-01,-1.360345475541838434e-01,0.000000000000000000e+00,2.142181128975615724e-03,-2.308722180692561639e-03,0.000000000000000000e+00,7.479982508547124986e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.444501040404582992e-01,-1.383263078474256946e-01,0.000000000000000000e+00,2.178270238253998507e-03,-2.274703687537770087e-03,0.000000000000000000e+00,7.637455824516541369e-01,0.000000000000000000e+00,3.141592653589793116e+00
-1.422540139419190275e-01,-1.405837669057573291e-01,0.000000000000000000e+00,2.213819194612065729e-03,-2.240121128539312740e-03,0.000000000000000000e+00,7.794929140485953312e-01,0.000000000000000000e+00,3.141592653589793116e+00
